location;Basel;Basel;Basel
lat;47,546944;47,546944;47,546944
lon;7,568918;7,568918;7,568918
asl;283,69672;283,69672;283,69672
variable;Temperature;Precipitation Total;Soil Moisture
unit;°C;mm;m³/m³
level;2 m elevation corrected;sfc;0-10 cm down
resolution;hourly;hourly;hourly
aggregation;None;None;None
timestamp;Basel Temperature [2 m elevation corrected];Basel Precipitation Total;Basel Soil Moisture [0-10 cm down]
2022-05-27T04:00:00;12,980529;0;0,196
2022-05-27T05:00:00;14,280529;0;0,196
2022-05-27T06:00:00;17,080528;0;0,196
2022-05-27T07:00:00;19,05053;0;0,196
2022-05-27T08:00:00;20,55053;0;0,195
2022-05-27T09:00:00;21,750528;0;0,195
2022-05-27T10:00:00;22,71053;0;0,194
2022-05-27T11:00:00;23,410528;0;0,194
2022-05-27T12:00:00;22,20053;0;0,18
2022-05-27T13:00:00;22,72053;0;0,18
2022-05-27T14:00:00;22,98053;0;0,179
2022-05-27T15:00:00;23,20053;0;0,179
2022-05-27T16:00:00;23,13053;0;0,179
2022-05-27T17:00:00;22,30053;0;0,178
2022-05-27T18:00:00;21,45053;0;0,178
2022-05-27T19:00:00;19,80053;0;0,178
2022-05-27T20:00:00;18,860529;0;0,178
2022-05-27T21:00:00;18,160528;0;0,178
2022-05-27T22:00:00;17,15053;0;0,178
2022-05-27T23:00:00;16,440529;0;0,178
2022-05-28T00:00:00;15,580529;0;0,178
2022-05-28T01:00:00;13,670529;0;0,178
2022-05-28T02:00:00;11,610529;0;0,178
2022-05-28T03:00:00;12,020529;0;0,178
2022-05-28T04:00:00;11,350529;0;0,178
2022-05-28T05:00:00;11,010529;0;0,178
2022-05-28T06:00:00;11,940529;0;0,177
2022-05-28T07:00:00;13,450529;0;0,177
2022-05-28T08:00:00;15,380529;0;0,177
2022-05-28T09:00:00;16,70053;0;0,177
2022-05-28T10:00:00;17,690529;0;0,177
2022-05-28T11:00:00;18,48053;0;0,176
2022-05-28T12:00:00;18,80053;0;0,17
2022-05-28T13:00:00;18,670528;0;0,169
2022-05-28T14:00:00;18,45053;0;0,169
2022-05-28T15:00:00;18,62053;0;0,169
2022-05-28T16:00:00;19,170528;0;0,169
2022-05-28T17:00:00;18,71053;0;0,168
2022-05-28T18:00:00;17,80053;0;0,168
2022-05-28T19:00:00;15,970529;0;0,168
2022-05-28T20:00:00;14,430529;0;0,168
2022-05-28T21:00:00;13,880529;0;0,168
2022-05-28T22:00:00;13,190529;0;0,168
2022-05-28T23:00:00;12,540529;0;0,168
2022-05-29T00:00:00;12,240529;0;0,168
2022-05-29T01:00:00;11,840529;0;0,168
2022-05-29T02:00:00;10,690529;0;0,168
2022-05-29T03:00:00;9,240529;0;0,168
2022-05-29T04:00:00;8,230529;0;0,167
2022-05-29T05:00:00;8,010529;0;0,167
2022-05-29T06:00:00;9,110529;0;0,167
2022-05-29T07:00:00;10,180529;0;0,167
2022-05-29T08:00:00;12,540529;0;0,167
2022-05-29T09:00:00;14,430529;0;0,167
2022-05-29T10:00:00;15,650529;0;0,167
2022-05-29T11:00:00;16,660528;0;0,166
2022-05-29T12:00:00;16,29053;0;0,171
2022-05-29T13:00:00;16,770529;0;0,171
2022-05-29T14:00:00;17,20053;0;0,171
2022-05-29T15:00:00;17,360529;0;0,171
2022-05-29T16:00:00;17,180529;0;0,17
2022-05-29T17:00:00;16,590528;0;0,17
2022-05-29T18:00:00;15,950529;0;0,17
2022-05-29T19:00:00;15,130529;0;0,17
2022-05-29T20:00:00;14,470529;0;0,17
2022-05-29T21:00:00;13,350529;0;0,17
2022-05-29T22:00:00;11,690529;0;0,17
2022-05-29T23:00:00;10,180529;0;0,17
2022-05-30T00:00:00;8,8005295;0;0,17
2022-05-30T01:00:00;7,8305287;0;0,17
2022-05-30T02:00:00;7,0705285;0;0,17
2022-05-30T03:00:00;6,2605286;0;0,169
2022-05-30T04:00:00;5,7405286;0;0,169
2022-05-30T05:00:00;6,3405285;0;0,169
2022-05-30T06:00:00;8,020529;0;0,169
2022-05-30T07:00:00;9,980529;0;0,169
2022-05-30T08:00:00;12,410529;0;0,169
2022-05-30T09:00:00;14,540529;0;0,169
2022-05-30T10:00:00;16,20053;0;0,169
2022-05-30T11:00:00;17,500528;0;0,168
2022-05-30T12:00:00;18,88053;0;0,162
2022-05-30T13:00:00;19,65053;0;0,162
2022-05-30T14:00:00;20,100529;0;0,162
2022-05-30T15:00:00;20,340528;0;0,162
2022-05-30T16:00:00;20,270529;0;0,161
2022-05-30T17:00:00;19,97053;0;0,161
2022-05-30T18:00:00;19,520529;0;0,161
2022-05-30T19:00:00;18,72053;0;0,161
2022-05-30T20:00:00;17,360529;0;0,161
2022-05-30T21:00:00;15,750529;0;0,161
2022-05-30T22:00:00;14,260529;0;0,161
2022-05-30T23:00:00;13,560529;0;0,161
2022-05-31T00:00:00;12,870529;0;0,161
2022-05-31T01:00:00;12,320529;0;0,161
2022-05-31T02:00:00;11,3005295;0;0,161
2022-05-31T03:00:00;10,160529;0;0,161
2022-05-31T04:00:00;10,420529;0;0,161
2022-05-31T05:00:00;11,230529;0;0,161
2022-05-31T06:00:00;12,870529;0;0,16
2022-05-31T07:00:00;15,570529;0;0,16
2022-05-31T08:00:00;18,14053;0;0,16
2022-05-31T09:00:00;20,670528;0;0,16
2022-05-31T10:00:00;22,090528;0;0,16
2022-05-31T11:00:00;22,88053;0;0,16
2022-05-31T12:00:00;23,20053;0;0,148
2022-05-31T13:00:00;23,430529;0;0,148
2022-05-31T14:00:00;22,63053;0;0,148
2022-05-31T15:00:00;23,250528;0;0,148
2022-05-31T16:00:00;23,04053;0;0,148
2022-05-31T17:00:00;22,080528;0;0,148
2022-05-31T18:00:00;21,15053;0;0,148
2022-05-31T19:00:00;19,860529;0;0,148
2022-05-31T20:00:00;17,670528;0;0,148
2022-05-31T21:00:00;15,190529;0;0,148
2022-05-31T22:00:00;13,230529;0;0,148
2022-05-31T23:00:00;11,8005295;0;0,148
2022-06-01T00:00:00;10,440529;0;0,148
2022-06-01T01:00:00;10,820529;0;0,148
2022-06-01T02:00:00;11,100529;0;0,148
2022-06-01T03:00:00;11,200529;0;0,147
2022-06-01T04:00:00;10,580529;0;0,147
2022-06-01T05:00:00;11,390529;0;0,147
2022-06-01T06:00:00;14,460529;0;0,147
2022-06-01T07:00:00;17,72053;0;0,147
2022-06-01T08:00:00;20,81053;0;0,147
2022-06-01T09:00:00;22,830528;0;0,147
2022-06-01T10:00:00;23,32053;0;0,147
2022-06-01T11:00:00;23,600529;0;0,147
2022-06-01T12:00:00;22,100529;0;0,144
2022-06-01T13:00:00;21,81053;0;0,144
2022-06-01T14:00:00;22,64053;0;0,144
2022-06-01T15:00:00;23,100529;0;0,144
2022-06-01T16:00:00;22,47053;0;0,144
2022-06-01T17:00:00;20,340528;0;0,144
2022-06-01T18:00:00;21,23053;0;0,144
2022-06-01T19:00:00;20,930529;0;0,144
2022-06-01T20:00:00;19,29053;0;0,144
2022-06-01T21:00:00;17,500528;0;0,144
2022-06-01T22:00:00;16,95053;0;0,144
2022-06-01T23:00:00;16,590528;0;0,144
2022-06-02T00:00:00;16,190529;0;0,144
2022-06-02T01:00:00;14,720529;0;0,144
2022-06-02T02:00:00;13,980529;0;0,144
2022-06-02T03:00:00;12,980529;0;0,144
2022-06-02T04:00:00;12,240529;0,1;0,145
2022-06-02T05:00:00;13,210529;0,1;0,146
2022-06-02T06:00:00;14,650529;0;0,146
2022-06-02T07:00:00;16,830528;0;0,146
2022-06-02T08:00:00;19,750528;0;0,146
2022-06-02T09:00:00;22,05053;0;0,146
2022-06-02T10:00:00;24,110529;0;0,146
2022-06-02T11:00:00;25,63053;0;0,145
2022-06-02T12:00:00;23,440529;0;0,195
2022-06-02T13:00:00;24,510529;0;0,194
2022-06-02T14:00:00;25,090528;0;0,194
2022-06-02T15:00:00;25,46053;0;0,193
2022-06-02T16:00:00;25,580528;0;0,193
2022-06-02T17:00:00;25,47053;0;0,192
2022-06-02T18:00:00;24,930529;0;0,192
2022-06-02T19:00:00;23,750528;0;0,192
2022-06-02T20:00:00;21,87053;0;0,192
2022-06-02T21:00:00;20,38053;0;0,192
2022-06-02T22:00:00;18,990528;0;0,192
2022-06-02T23:00:00;18,05053;0;0,192
2022-06-03T00:00:00;18,39053;0;0,192
2022-06-03T01:00:00;17,62053;0,7;0,197
2022-06-03T02:00:00;17,05053;0;0,197
2022-06-03T03:00:00;17,15053;0,1;0,199
2022-06-03T04:00:00;16,410528;0,1;0,2
2022-06-03T05:00:00;17,06053;0;0,2
2022-06-03T06:00:00;19,06053;0;0,199
2022-06-03T07:00:00;20,600529;0;0,2
2022-06-03T08:00:00;22,71053;0;0,2
2022-06-03T09:00:00;25,23053;0;0,199
2022-06-03T10:00:00;26,20053;0;0,199
2022-06-03T11:00:00;26,15053;0;0,199
2022-06-03T12:00:00;28,000528;0;0,158
2022-06-03T13:00:00;27,260529;0;0,158
2022-06-03T14:00:00;23,20053;0,5;0,163
2022-06-03T15:00:00;21,88053;0;0,163
2022-06-03T16:00:00;23,38053;0;0,163
2022-06-03T17:00:00;23,65053;0;0,163
2022-06-03T18:00:00;23,73053;0;0,163
2022-06-03T19:00:00;22,64053;0;0,163
2022-06-03T20:00:00;21,20053;0;0,163
2022-06-03T21:00:00;18,82053;0;0,163
2022-06-03T22:00:00;17,770529;0;0,162
2022-06-03T23:00:00;17,930529;0;0,162
2022-06-04T00:00:00;18,38053;0;0,162
2022-06-04T01:00:00;18,37053;0;0,162
2022-06-04T02:00:00;17,690529;0;0,162
2022-06-04T03:00:00;17,15053;0;0,162
2022-06-04T04:00:00;17,14053;0;0,162
2022-06-04T05:00:00;17,500528;0;0,162
2022-06-04T06:00:00;19,240528;0;0,162
2022-06-04T07:00:00;21,56053;0;0,162
2022-06-04T08:00:00;23,46053;0;0,162
2022-06-04T09:00:00;25,07053;0;0,161
2022-06-04T10:00:00;26,62053;0;0,161
2022-06-04T11:00:00;27,89053;0;0,161
2022-06-04T12:00:00;28,64053;0;0,153
2022-06-04T13:00:00;29,170528;0;0,153
2022-06-04T14:00:00;29,32053;0;0,153
2022-06-04T15:00:00;29,39053;0;0,153
2022-06-04T16:00:00;29,410528;0;0,153
2022-06-04T17:00:00;29,14053;0;0,153
2022-06-04T18:00:00;28,420528;0;0,152
2022-06-04T19:00:00;27,04053;0;0,152
2022-06-04T20:00:00;25,020529;0;0,152
2022-06-04T21:00:00;23,39053;0;0,152
2022-06-04T22:00:00;22,330528;0;0,152
2022-06-04T23:00:00;21,740528;0;0,152
2022-06-05T00:00:00;20,90053;0;0,152
2022-06-05T01:00:00;20,37053;0,1;0,153
2022-06-05T02:00:00;19,56053;1,3;0,163
2022-06-05T03:00:00;19,07053;0,4;0,167
2022-06-05T04:00:00;18,63053;0;0,167
2022-06-05T05:00:00;19,330528;0;0,167
2022-06-05T06:00:00;20,81053;0;0,167
2022-06-05T07:00:00;23,21053;0;0,167
2022-06-05T08:00:00;24,330528;0;0,166
2022-06-05T09:00:00;25,850529;0;0,166
2022-06-05T10:00:00;26,830528;0;0,166
2022-06-05T11:00:00;27,520529;0;0,166
2022-06-05T12:00:00;21,07053;0,6;0,162
2022-06-05T13:00:00;21,89053;0,1;0,163
2022-06-05T14:00:00;22,910528;0;0,163
2022-06-05T15:00:00;24,05053;0;0,162
2022-06-05T16:00:00;23,64053;0;0,162
2022-06-05T17:00:00;23,70053;0;0,162
2022-06-05T18:00:00;22,840528;0;0,162
2022-06-05T19:00:00;21,72053;0;0,162
2022-06-05T20:00:00;20,080528;0;0,162
2022-06-05T21:00:00;18,64053;0;0,162
2022-06-05T22:00:00;17,32053;0;0,162
2022-06-05T23:00:00;16,270529;0;0,162
2022-06-06T00:00:00;15,360529;0;0,162
2022-06-06T01:00:00;14,790529;0;0,162
2022-06-06T02:00:00;14,670529;0;0,162
2022-06-06T03:00:00;15,360529;0;0,162
2022-06-06T04:00:00;15,070529;0;0,162
2022-06-06T05:00:00;16,090528;0;0,162
2022-06-06T06:00:00;18,990528;0;0,162
2022-06-06T07:00:00;19,520529;0;0,161
2022-06-06T08:00:00;20,350529;0;0,161
2022-06-06T09:00:00;21,330528;0;0,161
2022-06-06T10:00:00;22,30053;0;0,161
2022-06-06T11:00:00;23,240528;0;0,161
2022-06-06T12:00:00;22,63053;0;0,212
2022-06-06T13:00:00;23,07053;0;0,212
2022-06-06T14:00:00;23,330528;0;0,211
2022-06-06T15:00:00;23,430529;0;0,211
2022-06-06T16:00:00;23,63053;0;0,211
2022-06-06T17:00:00;23,930529;0;0,21
2022-06-06T18:00:00;23,160528;0;0,21
2022-06-06T19:00:00;22,440529;0;0,211
2022-06-06T20:00:00;21,690529;0;0,211
2022-06-06T21:00:00;21,04053;0;0,211
2022-06-06T22:00:00;20,020529;0;0,211
2022-06-06T23:00:00;19,180529;0;0,211
2022-06-07T00:00:00;18,330528;0;0,21
2022-06-07T01:00:00;17,490528;0,2;0,212
2022-06-07T02:00:00;15,470529;2,8;0,234
2022-06-07T03:00:00;15,270529;1,3;0,248
2022-06-07T04:00:00;14,340529;4,4;0,286
2022-06-07T05:00:00;14,680529;1,3;0,295
2022-06-07T06:00:00;16,32053;0;0,291
2022-06-07T07:00:00;17,39053;0;0,287
2022-06-07T08:00:00;17,990528;0,2;0,286
2022-06-07T09:00:00;17,360529;0,2;0,284
2022-06-07T10:00:00;17,180529;0,2;0,282
2022-06-07T11:00:00;17,510529;0,3;0,283
2022-06-07T12:00:00;19,46053;0;0,208
2022-06-07T13:00:00;20,920528;0;0,207
2022-06-07T14:00:00;20,47053;0;0,207
2022-06-07T15:00:00;20,64053;0;0,206
2022-06-07T16:00:00;20,96053;0;0,206
2022-06-07T17:00:00;20,280529;0;0,205
2022-06-07T18:00:00;19,98053;0;0,205
2022-06-07T19:00:00;19,110529;0;0,205
2022-06-07T20:00:00;18,010529;0;0,205
2022-06-07T21:00:00;16,610529;0;0,205
2022-06-07T22:00:00;15,240529;0;0,205
2022-06-07T23:00:00;14,640529;0;0,205
2022-06-08T00:00:00;14,470529;0;0,204
2022-06-08T01:00:00;14,330529;0;0,204
2022-06-08T02:00:00;14,030529;0;0,204
2022-06-08T03:00:00;13,570529;0;0,204
2022-06-08T04:00:00;12,830529;0;0,205
2022-06-08T05:00:00;12,850529;0;0,204
2022-06-08T06:00:00;15,580529;0;0,204
2022-06-08T07:00:00;18,80053;0;0,204
2022-06-08T08:00:00;20,840528;0;0,204
2022-06-08T09:00:00;22,23053;0;0,203
2022-06-08T10:00:00;22,490528;0;0,203
2022-06-08T11:00:00;21,22053;0;0,202
2022-06-08T12:00:00;18,830528;0;0,188
2022-06-08T13:00:00;17,340528;0,2;0,19
2022-06-08T14:00:00;16,690529;1;0,198
2022-06-08T15:00:00;18,580528;0,2;0,2
2022-06-08T16:00:00;18,240528;0,6;0,205
2022-06-08T17:00:00;18,000528;0,4;0,208
2022-06-08T18:00:00;17,420528;0,1;0,209
2022-06-08T19:00:00;16,750528;0;0,209
2022-06-08T20:00:00;16,080528;0;0,209
2022-06-08T21:00:00;15,610529;0;0,209
2022-06-08T22:00:00;15,380529;0;0,209
2022-06-08T23:00:00;15,000529;0,3;0,211
2022-06-09T00:00:00;14,240529;0;0,212
2022-06-09T01:00:00;14,270529;0;0,212
2022-06-09T02:00:00;13,850529;0;0,213
2022-06-09T03:00:00;13,450529;0,2;0,214
2022-06-09T04:00:00;13,040529;0,2;0,216
2022-06-09T05:00:00;13,110529;0;0,216
2022-06-09T06:00:00;14,260529;0;0,216
2022-06-09T07:00:00;15,330529;0;0,215
2022-06-09T08:00:00;14,560529;0;0,216
2022-06-09T09:00:00;15,220529;0,1;0,216
2022-06-09T10:00:00;14,440529;0;0,216
2022-06-09T11:00:00;14,610529;0;0,217
2022-06-09T12:00:00;17,430529;0;0,176
2022-06-09T13:00:00;17,750528;0;0,176
2022-06-09T14:00:00;17,54053;0;0,176
2022-06-09T15:00:00;17,760529;0;0,176
2022-06-09T16:00:00;17,770529;0;0,176
2022-06-09T17:00:00;17,87053;0;0,176
2022-06-09T18:00:00;17,87053;0;0,175
2022-06-09T19:00:00;17,39053;0;0,175
2022-06-09T20:00:00;16,670528;0;0,175
2022-06-09T21:00:00;15,570529;0;0,175
2022-06-09T22:00:00;14,190529;0;0,175
2022-06-09T23:00:00;12,110529;0;0,175
2022-06-10T00:00:00;11,830529;0;0,175
2022-06-10T01:00:00;11,900529;0;0,175
2022-06-10T02:00:00;11,850529;0;0,175
2022-06-10T03:00:00;11,220529;0;0,175
2022-06-10T04:00:00;11,230529;0;0,175
2022-06-10T05:00:00;11,970529;0;0,175
2022-06-10T06:00:00;14,250529;0;0,175
2022-06-10T07:00:00;17,20053;0;0,175
2022-06-10T08:00:00;18,87053;0;0,175
2022-06-10T09:00:00;19,88053;0;0,174
2022-06-10T10:00:00;20,89053;0;0,174
2022-06-10T11:00:00;21,89053;0;0,174
2022-06-10T12:00:00;22,54053;0;0,225
2022-06-10T13:00:00;23,29053;0;0,223
2022-06-10T14:00:00;23,71053;0;0,222
2022-06-10T15:00:00;23,95053;0;0,221
2022-06-10T16:00:00;23,97053;0;0,22
2022-06-10T17:00:00;23,760529;0;0,22
2022-06-10T18:00:00;23,260529;0;0,219
2022-06-10T19:00:00;22,45053;0;0,219
2022-06-10T20:00:00;21,600529;0;0,219
2022-06-10T21:00:00;19,57053;0;0,219
2022-06-10T22:00:00;17,29053;0;0,219
2022-06-10T23:00:00;16,55053;0;0,219
2022-06-11T00:00:00;16,23053;0;0,219
2022-06-11T01:00:00;15,690529;0;0,219
2022-06-11T02:00:00;15,160529;0;0,219
2022-06-11T03:00:00;14,790529;0;0,219
2022-06-11T04:00:00;14,530529;0;0,219
2022-06-11T05:00:00;14,820529;0;0,219
2022-06-11T06:00:00;17,110529;0;0,219
2022-06-11T07:00:00;19,55053;0;0,218
2022-06-11T08:00:00;21,63053;0;0,218
2022-06-11T09:00:00;23,270529;0;0,217
2022-06-11T10:00:00;24,580528;0;0,217
2022-06-11T11:00:00;25,690529;0;0,216
2022-06-11T12:00:00;26,30053;0;0,194
2022-06-11T13:00:00;26,990528;0;0,194
2022-06-11T14:00:00;27,46053;0;0,193
2022-06-11T15:00:00;27,62053;0;0,193
2022-06-11T16:00:00;27,510529;0;0,192
2022-06-11T17:00:00;27,23053;0;0,192
2022-06-11T18:00:00;26,690529;0;0,192
2022-06-11T19:00:00;25,660528;0;0,192
2022-06-11T20:00:00;24,520529;0;0,192
2022-06-11T21:00:00;22,020529;0;0,192
2022-06-11T22:00:00;20,20053;0;0,191
2022-06-11T23:00:00;18,98053;0;0,191
2022-06-12T00:00:00;18,520529;0;0,191
2022-06-12T01:00:00;18,190529;0;0,191
2022-06-12T02:00:00;17,660528;0;0,191
2022-06-12T03:00:00;17,23053;0;0,191
2022-06-12T04:00:00;17,22053;0;0,191
2022-06-12T05:00:00;17,65053;0;0,191
2022-06-12T06:00:00;19,04053;0;0,191
2022-06-12T07:00:00;21,940529;0;0,191
2022-06-12T08:00:00;24,47053;0;0,191
2022-06-12T09:00:00;26,270529;0;0,191
2022-06-12T10:00:00;27,63053;0;0,19
2022-06-12T11:00:00;28,70053;0;0,189
2022-06-12T12:00:00;29,270529;0;0,148
2022-06-12T13:00:00;30,080528;0;0,148
2022-06-12T14:00:00;30,420528;0;0,148
2022-06-12T15:00:00;30,57053;0;0,148
2022-06-12T16:00:00;30,520529;0;0,148
2022-06-12T17:00:00;30,07053;0;0,148
2022-06-12T18:00:00;28,920528;0;0,147
2022-06-12T19:00:00;27,240528;0;0,147
2022-06-12T20:00:00;25,110529;0;0,147
2022-06-12T21:00:00;23,62053;0,2;0,15
2022-06-12T22:00:00;22,090528;0;0,15
2022-06-12T23:00:00;20,430529;0;0,15
2022-06-13T00:00:00;19,56053;0;0,15
2022-06-13T01:00:00;18,81053;0;0,15
2022-06-13T02:00:00;17,750528;0;0,15
2022-06-13T03:00:00;17,080528;0;0,15
2022-06-13T04:00:00;16,530529;0;0,15
2022-06-13T05:00:00;17,490528;0;0,15
2022-06-13T06:00:00;18,430529;0;0,15
2022-06-13T07:00:00;19,350529;0;0,149
2022-06-13T08:00:00;20,72053;0;0,149
2022-06-13T09:00:00;21,940529;0;0,149
2022-06-13T10:00:00;23,55053;0;0,149
2022-06-13T11:00:00;24,930529;0;0,149
2022-06-13T12:00:00;25,07053;0;0,134
2022-06-13T13:00:00;25,530529;0;0,134
2022-06-13T14:00:00;25,840528;0;0,134
2022-06-13T15:00:00;25,87053;0;0,134
2022-06-13T16:00:00;25,600529;0;0,134
2022-06-13T17:00:00;24,940529;0;0,133
2022-06-13T18:00:00;23,920528;0;0,133
2022-06-13T19:00:00;22,56053;0;0,133
2022-06-13T20:00:00;20,45053;0;0,133
2022-06-13T21:00:00;18,37053;0;0,133
2022-06-13T22:00:00;16,73053;0;0,133
2022-06-13T23:00:00;15,590529;0;0,134
2022-06-14T00:00:00;14,830529;0;0,133
2022-06-14T01:00:00;14,000529;0;0,133
2022-06-14T02:00:00;13,190529;0;0,133
2022-06-14T03:00:00;12,500529;0;0,133
2022-06-14T04:00:00;12,230529;0;0,133
2022-06-14T05:00:00;13,130529;0;0,133
2022-06-14T06:00:00;14,940529;0;0,133
2022-06-14T07:00:00;18,06053;0;0,133
2022-06-14T08:00:00;21,030529;0;0,133
2022-06-14T09:00:00;22,360529;0;0,133
2022-06-14T10:00:00;23,71053;0;0,133
2022-06-14T11:00:00;24,89053;0;0,132
2022-06-14T12:00:00;26,190529;0;0,154
2022-06-14T13:00:00;27,240528;0;0,154
2022-06-14T14:00:00;27,80053;0;0,153
2022-06-14T15:00:00;27,920528;0;0,153
2022-06-14T16:00:00;27,63053;0;0,153
2022-06-14T17:00:00;27,190529;0;0,153
2022-06-14T18:00:00;26,420528;0;0,153
2022-06-14T19:00:00;25,180529;0;0,153
2022-06-14T20:00:00;23,110529;0;0,153
2022-06-14T21:00:00;20,98053;0;0,153
2022-06-14T22:00:00;19,420528;0;0,153
2022-06-14T23:00:00;18,430529;0;0,153
2022-06-15T00:00:00;17,850529;0;0,153
2022-06-15T01:00:00;17,73053;0;0,153
2022-06-15T02:00:00;17,090528;0;0,153
2022-06-15T03:00:00;14,970529;0;0,153
2022-06-15T04:00:00;13,630529;0;0,153
2022-06-15T05:00:00;14,950529;0;0,153
2022-06-15T06:00:00;18,20053;0;0,153
2022-06-15T07:00:00;21,12053;0;0,152
2022-06-15T08:00:00;23,72053;0;0,152
2022-06-15T09:00:00;26,000528;0;0,152
2022-06-15T10:00:00;27,670528;0;0,151
2022-06-15T11:00:00;29,20053;0;0,151
2022-06-15T12:00:00;31,190529;0;0,143
2022-06-15T13:00:00;31,88053;0;0,143
2022-06-15T14:00:00;32,35053;0;0,143
2022-06-15T15:00:00;32,48053;0;0,143
2022-06-15T16:00:00;32,220528;0;0,143
2022-06-15T17:00:00;31,780529;0;0,143
2022-06-15T18:00:00;31,030529;0;0,143
2022-06-15T19:00:00;29,63053;0;0,143
2022-06-15T20:00:00;28,20053;0;0,143
2022-06-15T21:00:00;26,55053;0;0,143
2022-06-15T22:00:00;25,15053;0;0,143
2022-06-15T23:00:00;24,38053;0;0,143
2022-06-16T00:00:00;23,29053;0;0,143
2022-06-16T01:00:00;21,860529;0;0,143
2022-06-16T02:00:00;21,12053;0;0,143
2022-06-16T03:00:00;19,22053;0;0,143
2022-06-16T04:00:00;18,500528;0;0,143
2022-06-16T05:00:00;19,89053;0;0,143
2022-06-16T06:00:00;24,170528;0;0,143
2022-06-16T07:00:00;24,72053;0;0,143
2022-06-16T08:00:00;27,030529;0;0,143
2022-06-16T09:00:00;28,82053;0;0,143
2022-06-16T10:00:00;30,090528;0;0,143
2022-06-16T11:00:00;30,740528;0;0,143
2022-06-16T12:00:00;30,520529;0;0,117
2022-06-16T13:00:00;30,440529;0;0,117
2022-06-16T14:00:00;30,48053;0;0,117
2022-06-16T15:00:00;31,010529;0;0,117
2022-06-16T16:00:00;30,81053;0;0,117
2022-06-16T17:00:00;30,32053;0;0,118
2022-06-16T18:00:00;29,520529;0;0,118
2022-06-16T19:00:00;27,97053;0;0,118
2022-06-16T20:00:00;26,14053;0;0,118
2022-06-16T21:00:00;24,180529;0;0,118
2022-06-16T22:00:00;22,740528;0;0,118
2022-06-16T23:00:00;21,23053;0;0,118
2022-06-17T00:00:00;19,96053;0;0,118
2022-06-17T01:00:00;18,410528;0;0,117
2022-06-17T02:00:00;17,65053;0;0,117
2022-06-17T03:00:00;17,04053;0;0,117
2022-06-17T04:00:00;16,530529;0;0,117
2022-06-17T05:00:00;17,29053;0;0,117
2022-06-17T06:00:00;19,000528;0;0,117
2022-06-17T07:00:00;21,65053;0;0,117
2022-06-17T08:00:00;24,13053;0;0,117
2022-06-17T09:00:00;26,410528;0;0,117
2022-06-17T10:00:00;27,87053;0;0,118
2022-06-17T11:00:00;29,04053;0;0,117
2022-06-17T12:00:00;29,280529;0;0,114
2022-06-17T13:00:00;30,020529;0;0,114
2022-06-17T14:00:00;30,490528;0;0,114
2022-06-17T15:00:00;30,670528;0;0,114
2022-06-17T16:00:00;30,57053;0;0,114
2022-06-17T17:00:00;30,21053;0;0,114
2022-06-17T18:00:00;29,590528;0;0,114
2022-06-17T19:00:00;28,45053;0;0,114
2022-06-17T20:00:00;26,760529;0;0,114
2022-06-17T21:00:00;24,410528;0;0,114
2022-06-17T22:00:00;22,40053;0;0,114
2022-06-17T23:00:00;21,340528;0;0,114
2022-06-18T00:00:00;19,920528;0;0,114
2022-06-18T01:00:00;19,030529;0;0,114
2022-06-18T02:00:00;18,750528;0;0,114
2022-06-18T03:00:00;18,47053;0;0,114
2022-06-18T04:00:00;17,770529;0;0,114
2022-06-18T05:00:00;18,87053;0;0,114
2022-06-18T06:00:00;22,160528;0;0,114
2022-06-18T07:00:00;24,590528;0;0,114
2022-06-18T08:00:00;27,07053;0;0,114
2022-06-18T09:00:00;29,170528;0;0,114
2022-06-18T10:00:00;30,930529;0;0,114
2022-06-18T11:00:00;32,23053;0;0,114
2022-06-18T12:00:00;33,61053;0;0,117
2022-06-18T13:00:00;34,33053;0;0,117
2022-06-18T14:00:00;34,82053;0;0,117
2022-06-18T15:00:00;34,96053;0;0,117
2022-06-18T16:00:00;34,700527;0;0,117
2022-06-18T17:00:00;33,85053;0;0,117
2022-06-18T18:00:00;32,62053;0;0,117
2022-06-18T19:00:00;30,600529;0;0,117
2022-06-18T20:00:00;27,580528;0;0,117
2022-06-18T21:00:00;24,990528;0;0,117
2022-06-18T22:00:00;23,910528;0;0,117
2022-06-18T23:00:00;23,360529;0;0,117
2022-06-19T00:00:00;23,410528;0;0,117
2022-06-19T01:00:00;22,940529;0;0,117
2022-06-19T02:00:00;23,70053;0;0,117
2022-06-19T03:00:00;23,750528;0;0,116
2022-06-19T04:00:00;23,170528;0;0,116
2022-06-19T05:00:00;21,990528;0;0,116
2022-06-19T06:00:00;24,490528;0;0,116
2022-06-19T07:00:00;27,860529;0;0,116
2022-06-19T08:00:00;30,81053;0;0,116
2022-06-19T09:00:00;32,07053;0;0,116
2022-06-19T10:00:00;33,51053;0;0,117
2022-06-19T11:00:00;34,36053;0;0,117
2022-06-19T12:00:00;35,27053;0;0,114
2022-06-19T13:00:00;35,91053;0;0,114
2022-06-19T14:00:00;36,33053;0;0,114
2022-06-19T15:00:00;36,26053;0;0,114
2022-06-19T16:00:00;35,630527;0;0,114
2022-06-19T17:00:00;33,73053;0;0,114
2022-06-19T18:00:00;32,52053;0;0,113
2022-06-19T19:00:00;30,690529;0;0,113
2022-06-19T20:00:00;28,520529;0;0,113
2022-06-19T21:00:00;27,31053;0;0,113
2022-06-19T22:00:00;25,65053;0;0,113
